ref_date,geo,retail_sales_dollars,cpi_all_items,employment_thousands,unemployment_rate_percent,population,population_source_date,population_is_carried_forward,retail_sales_yoy_percent,cpi_yoy_inflation_percent,employment_yoy_percent,retail_sales_per_capita,canada_retail_sales_yoy_percent,canada_cpi_yoy_inflation_percent,canada_employment_yoy_percent,canada_unemployment_rate_percent,retail_sales_yoy_gap_vs_canada,cpi_inflation_gap_vs_canada,employment_yoy_gap_vs_canada,unemployment_rate_gap_vs_canada
2017-01-01,Alberta,6726992000.0,137.0,2205.3,8.6,4215506,2017-01-01,False,,,,1595.7733,,,,6.9,,,,1.7
2017-01-01,British Columbia,7277591000.0,123.5,2519.1,5.6,4894147,2017-01-01,False,,,,1486.9989,,,,6.9,,,,-1.3
2017-01-01,Canada,50417235000.0,129.5,18172.5,6.9,36313068,2017-01-01,False,,,,1388.4047,,,,6.9,,,,0.0
2017-01-01,Manitoba,1749096000.0,129.6,640.6,6.0,1324044,2017-01-01,False,,,,1321.0256,,,,6.9,,,,-0.9
2017-01-01,New Brunswick,1049815000.0,130.1,360.6,8.6,764612,2017-01-01,False,,,,1373.0036,,,,6.9,,,,1.7
2017-01-01,Newfoundland and Labrador,800919000.0,135.3,230.1,14.5,530175,2017-01-01,False,,,,1510.6691,,,,6.9,,,,7.6
2017-01-01,Nova Scotia,1338447000.0,131.7,444.8,8.4,947023,2017-01-01,False,,,,1413.3205,,,,6.9,,,,1.5
2017-01-01,Ontario,18742688000.0,130.8,7028.9,6.6,13975516,2017-01-01,False,,,,1341.1088,,,,6.9,,,,-0.3
2017-01-01,Prince Edward Island,199509000.0,132.3,74.0,9.5,147811,2017-01-01,False,,,,1349.7575,,,,6.9,,,,2.6
2017-01-01,Quebec,10709589000.0,126.2,4109.3,6.5,8252179,2017-01-01,False,,,,1297.7892,,,,6.9,,,,-0.4
2017-01-01,Saskatchewan,1651544000.0,133.1,559.8,6.9,1141537,2017-01-01,False,,,,1446.7722,,,,6.9,,,,0.0
2017-02-01,Alberta,6755541000.0,136.7,2216.1,8.1,4215506,2017-01-01,True,,,,1602.5457,,,,6.6,,,,1.5
2017-02-01,British Columbia,6979447000.0,123.6,2528.0,5.4,4894147,2017-01-01,True,,,,1426.0804,,,,6.6,,,,-1.2
2017-02-01,Canada,49863452000.0,129.7,18216.6,6.6,36313068,2017-01-01,True,,,,1373.1545,,,,6.6,,,,0.0
2017-02-01,Manitoba,1733320000.0,129.5,643.3,5.8,1324044,2017-01-01,True,,,,1309.1106,,,,6.6,,,,-0.8
2017-02-01,New Brunswick,1062497000.0,130.0,359.7,8.6,764612,2017-01-01,True,,,,1389.5898,,,,6.6,,,,2.0
2017-02-01,Newfoundland and Labrador,784274000.0,135.0,227.9,14.7,530175,2017-01-01,True,,,,1479.2738,,,,6.6,,,,8.1
2017-02-01,Nova Scotia,1291331000.0,131.4,442.6,8.6,947023,2017-01-01,True,,,,1363.5688,,,,6.6,,,,2.0
2017-02-01,Ontario,18703958000.0,131.2,7037.0,6.3,13975516,2017-01-01,True,,,,1338.3376,,,,6.6,,,,-0.3
2017-02-01,Prince Edward Island,192843000.0,131.5,73.6,10.4,147811,2017-01-01,True,,,,1304.6593,,,,6.6,,,,3.8
2017-02-01,Quebec,10526893000.0,126.6,4121.1,6.4,8252179,2017-01-01,True,,,,1275.6501,,,,6.6,,,,-0.2
2017-02-01,Saskatchewan,1659959000.0,132.9,567.2,6.2,1141537,2017-01-01,True,,,,1454.1438,,,,6.6,,,,-0.4
2017-03-01,Alberta,6696621000.0,136.8,2217.0,8.6,4215506,2017-01-01,True,,,,1588.5687,,,,6.7,,,,1.9
2017-03-01,British Columbia,7041783000.0,124.2,2540.7,5.6,4894147,2017-01-01,True,,,,1438.8172,,,,6.7,,,,-1.1
2017-03-01,Canada,49937420000.0,129.9,18241.5,6.7,36313068,2017-01-01,True,,,,1375.1914,,,,6.7,,,,0.0
2017-03-01,Manitoba,1727275000.0,129.9,644.3,5.7,1324044,2017-01-01,True,,,,1304.545,,,,6.7,,,,-1.0
2017-03-01,New Brunswick,1054798000.0,130.5,359.5,8.6,764612,2017-01-01,True,,,,1379.5206,,,,6.7,,,,1.9
2017-03-01,Newfoundland and Labrador,767324000.0,135.3,227.3,15.5,530175,2017-01-01,True,,,,1447.3032,,,,6.7,,,,8.8
2017-03-01,Nova Scotia,1332297000.0,131.8,444.7,9.2,947023,2017-01-01,True,,,,1406.8264,,,,6.7,,,,2.5
2017-03-01,Ontario,18903337000.0,131.4,7040.4,6.3,13975516,2017-01-01,True,,,,1352.6039,,,,6.7,,,,-0.4
2017-03-01,Prince Edward Island,199423000.0,132.4,73.6,10.1,147811,2017-01-01,True,,,,1349.1756,,,,6.7,,,,3.4
2017-03-01,Quebec,10366074000.0,126.7,4133.6,6.0,8252179,2017-01-01,True,,,,1256.162,,,,6.7,,,,-0.7
2017-03-01,Saskatchewan,1679639000.0,133.0,560.3,6.3,1141537,2017-01-01,True,,,,1471.3838,,,,6.7,,,,-0.4
2017-04-01,Alberta,6731946000.0,137.4,2216.8,8.2,4224933,2017-04-01,False,,,,1593.3853,,,,6.5,,,,1.7
2017-04-01,British Columbia,7097179000.0,124.4,2551.7,5.4,4908971,2017-04-01,False,,,,1445.757,,,,6.5,,,,-1.1
2017-04-01,Canada,50827438000.0,130.4,18271.6,6.5,36397141,2017-04-01,False,,,,1396.4679,,,,6.5,,,,0.0
2017-04-01,Manitoba,1748527000.0,130.2,645.7,5.4,1328337,2017-04-01,False,,,,1316.3279,,,,6.5,,,,-1.1
2017-04-01,New Brunswick,1067218000.0,131.2,358.9,9.0,764859,2017-04-01,False,,,,1395.3134,,,,6.5,,,,2.5
2017-04-01,Newfoundland and Labrador,764090000.0,135.6,228.4,14.8,529700,2017-04-01,False,,,,1442.4958,,,,6.5,,,,8.3
2017-04-01,Nova Scotia,1339876000.0,132.0,445.2,8.8,948945,2017-04-01,False,,,,1411.9638,,,,6.5,,,,2.3
2017-04-01,Ontario,19222214000.0,132.0,7048.1,6.0,14012209,2017-04-01,False,,,,1371.819,,,,6.5,,,,-0.5
2017-04-01,Prince Edward Island,201039000.0,133.2,74.2,10.1,148354,2017-04-01,False,,,,1355.1303,,,,6.5,,,,3.6
2017-04-01,Quebec,10861159000.0,127.0,4139.9,6.3,8265839,2017-04-01,False,,,,1313.9814,,,,6.5,,,,-0.2
2017-04-01,Saskatchewan,1626696000.0,134.2,562.8,6.2,1143829,2017-04-01,False,,,,1422.1496,,,,6.5,,,,-0.3
2017-05-01,Alberta,6794861000.0,137.2,2213.6,8.4,4224933,2017-04-01,True,,,,1608.2766,,,,6.6,,,,1.8
2017-05-01,British Columbia,7231238000.0,125.0,2569.4,5.4,4908971,2017-04-01,True,,,,1473.0659,,,,6.6,,,,-1.2
2017-05-01,Canada,50711634000.0,130.5,18312.9,6.6,36397141,2017-04-01,True,,,,1393.2862,,,,6.6,,,,0.0
2017-05-01,Manitoba,1756835000.0,130.2,647.5,5.2,1328337,2017-04-01,True,,,,1322.5823,,,,6.6,,,,-1.4
2017-05-01,New Brunswick,1103307000.0,131.2,358.6,8.8,764859,2017-04-01,True,,,,1442.4972,,,,6.6,,,,2.2
2017-05-01,Newfoundland and Labrador,777538000.0,135.4,228.3,15.2,529700,2017-04-01,True,,,,1467.8837,,,,6.6,,,,8.6
2017-05-01,Nova Scotia,1363924000.0,132.2,446.9,8.5,948945,2017-04-01,True,,,,1437.3056,,,,6.6,,,,1.9
2017-05-01,Ontario,19082390000.0,131.9,7079.1,6.4,14012209,2017-04-01,True,,,,1361.8402,,,,6.6,,,,-0.2
2017-05-01,Prince Edward Island,198471000.0,133.3,74.6,10.4,148354,2017-04-01,True,,,,1337.8203,,,,6.6,,,,3.8
2017-05-01,Quebec,10597288000.0,127.1,4130.5,6.1,8265839,2017-04-01,True,,,,1282.0584,,,,6.6,,,,-0.5
2017-05-01,Saskatchewan,1632421000.0,133.9,564.4,6.6,1143829,2017-04-01,True,,,,1427.1548,,,,6.6,,,,0.0
2017-06-01,Alberta,6845782000.0,136.9,2219.5,7.8,4224933,2017-04-01,True,,,,1620.3291,,,,6.5,,,,1.3
2017-06-01,British Columbia,7386505000.0,125.2,2585.0,5.2,4908971,2017-04-01,True,,,,1504.6952,,,,6.5,,,,-1.3
2017-06-01,Canada,50762624000.0,130.4,18371.4,6.5,36397141,2017-04-01,True,,,,1394.6871,,,,6.5,,,,0.0
2017-06-01,Manitoba,1689244000.0,130.2,648.0,5.1,1328337,2017-04-01,True,,,,1271.6984,,,,6.5,,,,-1.4
2017-06-01,New Brunswick,1059621000.0,131.1,357.9,8.3,764859,2017-04-01,True,,,,1385.3808,,,,6.5,,,,1.8
2017-06-01,Newfoundland and Labrador,781018000.0,135.0,227.5,15.4,529700,2017-04-01,True,,,,1474.4535,,,,6.5,,,,8.9
2017-06-01,Nova Scotia,1383907000.0,132.4,443.7,9.0,948945,2017-04-01,True,,,,1458.3638,,,,6.5,,,,2.5
2017-06-01,Ontario,18995152000.0,132.1,7085.8,6.2,14012209,2017-04-01,True,,,,1355.6144,,,,6.5,,,,-0.3
2017-06-01,Prince Edward Island,196269000.0,133.4,74.5,10.2,148354,2017-04-01,True,,,,1322.9775,,,,6.5,,,,3.7
2017-06-01,Quebec,10622609000.0,126.7,4167.6,6.2,8265839,2017-04-01,True,,,,1285.1217,,,,6.5,,,,-0.3
2017-06-01,Saskatchewan,1630278000.0,133.9,561.8,6.4,1143829,2017-04-01,True,,,,1425.2812,,,,6.5,,,,-0.1
2017-07-01,Alberta,6795728000.0,137.0,2207.6,8.0,4237310,2017-07-01,False,,,,1603.7835,,,,6.3,,,,1.7
2017-07-01,British Columbia,7406444000.0,125.6,2575.6,5.0,4934202,2017-07-01,False,,,,1501.0419,,,,6.3,,,,-1.3
2017-07-01,Canada,50879002000.0,130.4,18416.9,6.3,36545075,2017-07-01,False,,,,1392.226,,,,6.3,,,,0.0
2017-07-01,Manitoba,1694162000.0,130.1,652.9,4.8,1334734,2017-07-01,False,,,,1269.2881,,,,6.3,,,,-1.5
2017-07-01,New Brunswick,1062811000.0,131.2,359.9,7.0,766697,2017-07-01,False,,,,1386.2204,,,,6.3,,,,0.7
2017-07-01,Newfoundland and Labrador,757795000.0,135.5,225.7,15.3,529742,2017-07-01,False,,,,1430.4982,,,,6.3,,,,9.0
2017-07-01,Nova Scotia,1378193000.0,132.4,446.0,8.2,952159,2017-07-01,False,,,,1447.44,,,,6.3,,,,1.9
2017-07-01,Ontario,19055251000.0,131.9,7132.4,6.0,14078499,2017-07-01,False,,,,1353.5002,,,,6.3,,,,-0.3
2017-07-01,Prince Edward Island,203365000.0,133.4,73.9,10.1,149740,2017-07-01,False,,,,1358.1207,,,,6.3,,,,3.8
2017-07-01,Quebec,10706696000.0,126.7,4179.6,5.9,8292832,2017-07-01,False,,,,1291.0784,,,,6.3,,,,-0.4
2017-07-01,Saskatchewan,1646244000.0,133.9,563.4,6.8,1147315,2017-07-01,False,,,,1434.8666,,,,6.3,,,,0.5
2017-08-01,Alberta,6758273000.0,137.4,2209.3,8.4,4237310,2017-07-01,True,,,,1594.9442,,,,6.2,,,,2.2
2017-08-01,British Columbia,7362373000.0,125.9,2585.8,5.2,4934202,2017-07-01,True,,,,1492.1102,,,,6.2,,,,-1.0
2017-08-01,Canada,51011588000.0,130.5,18436.4,6.2,36545075,2017-07-01,True,,,,1395.854,,,,6.2,,,,0.0
2017-08-01,Manitoba,1727144000.0,130.4,653.0,4.8,1334734,2017-07-01,True,,,,1293.9987,,,,6.2,,,,-1.4
2017-08-01,New Brunswick,1057142000.0,131.3,358.0,8.1,766697,2017-07-01,True,,,,1378.8263,,,,6.2,,,,1.9
2017-08-01,Newfoundland and Labrador,772502000.0,135.5,224.8,15.0,529742,2017-07-01,True,,,,1458.2608,,,,6.2,,,,8.8
2017-08-01,Nova Scotia,1375351000.0,132.6,445.0,8.5,952159,2017-07-01,True,,,,1444.4552,,,,6.2,,,,2.3
2017-08-01,Ontario,19241152000.0,131.8,7135.9,5.5,14078499,2017-07-01,True,,,,1366.7048,,,,6.2,,,,-0.7
2017-08-01,Prince Edward Island,199877000.0,133.6,74.3,9.2,149740,2017-07-01,True,,,,1334.827,,,,6.2,,,,3.0
2017-08-01,Quebec,10680257000.0,126.7,4187.0,6.2,8292832,2017-07-01,True,,,,1287.8902,,,,6.2,,,,0.0
2017-08-01,Saskatchewan,1667903000.0,134.7,563.3,6.2,1147315,2017-07-01,True,,,,1453.7446,,,,6.2,,,,0.0
2017-09-01,Alberta,6870429000.0,137.0,2220.5,7.5,4237310,2017-07-01,True,,,,1621.4129,,,,6.2,,,,1.3
2017-09-01,British Columbia,7408205000.0,125.7,2559.4,5.3,4934202,2017-07-01,True,,,,1501.3988,,,,6.2,,,,-0.9
2017-09-01,Canada,51040384000.0,130.8,18442.5,6.2,36545075,2017-07-01,True,,,,1396.6419,,,,6.2,,,,0.0
2017-09-01,Manitoba,1702710000.0,130.9,650.3,5.3,1334734,2017-07-01,True,,,,1275.6924,,,,6.2,,,,-0.9
2017-09-01,New Brunswick,1087907000.0,131.6,358.0,8.0,766697,2017-07-01,True,,,,1418.953,,,,6.2,,,,1.8
2017-09-01,Newfoundland and Labrador,791890000.0,136.4,224.4,15.0,529742,2017-07-01,True,,,,1494.8598,,,,6.2,,,,8.8
2017-09-01,Nova Scotia,1369070000.0,133.3,445.4,9.1,952159,2017-07-01,True,,,,1437.8586,,,,6.2,,,,2.9
2017-09-01,Ontario,19173367000.0,132.3,7161.5,5.8,14078499,2017-07-01,True,,,,1361.89,,,,6.2,,,,-0.4
2017-09-01,Prince Edward Island,200176000.0,133.7,73.6,10.7,149740,2017-07-01,True,,,,1336.8238,,,,6.2,,,,4.5
2017-09-01,Quebec,10642318000.0,127.1,4187.0,5.9,8292832,2017-07-01,True,,,,1283.3153,,,,6.2,,,,-0.3
2017-09-01,Saskatchewan,1623424000.0,134.9,562.4,6.3,1147315,2017-07-01,True,,,,1414.9767,,,,6.2,,,,0.1
2017-10-01,Alberta,6984728000.0,137.6,2222.1,7.7,4253530,2017-10-01,False,,,,1642.1015,,,,6.3,,,,1.4
2017-10-01,British Columbia,7672275000.0,125.6,2553.8,5.5,4962706,2017-10-01,False,,,,1545.9862,,,,6.3,,,,-0.8
2017-10-01,Canada,52522532000.0,130.9,18475.1,6.3,36722075,2017-10-01,False,,,,1430.2714,,,,6.3,,,,0.0
2017-10-01,Manitoba,1758426000.0,131.4,652.3,5.1,1340426,2017-10-01,False,,,,1311.8412,,,,6.3,,,,-1.2
2017-10-01,New Brunswick,1106071000.0,131.4,361.0,8.3,768029,2017-10-01,False,,,,1440.1422,,,,6.3,,,,2.0
2017-10-01,Newfoundland and Labrador,812403000.0,136.1,226.0,15.0,530153,2017-10-01,False,,,,1532.3935,,,,6.3,,,,8.7
2017-10-01,Nova Scotia,1406108000.0,132.8,444.3,8.7,956074,2017-10-01,False,,,,1470.7104,,,,6.3,,,,2.4
2017-10-01,Ontario,19568947000.0,132.3,7177.4,5.8,14161084,2017-10-01,False,,,,1381.882,,,,6.3,,,,-0.5
2017-10-01,Prince Edward Island,208121000.0,133.5,73.3,11.4,150595,2017-10-01,False,,,,1381.9914,,,,6.3,,,,5.1
2017-10-01,Quebec,11101171000.0,127.2,4205.0,6.1,8326075,2017-10-01,False,,,,1333.3018,,,,6.3,,,,-0.2
2017-10-01,Saskatchewan,1725005000.0,135.4,560.0,6.2,1151044,2017-10-01,False,,,,1498.6438,,,,6.3,,,,-0.1
2017-11-01,Alberta,6897129000.0,138.4,2235.0,7.4,4253530,2017-10-01,True,,,,1621.5071,,,,6.2,,,,1.2
2017-11-01,British Columbia,7467284000.0,125.9,2583.3,5.1,4962706,2017-10-01,True,,,,1504.6799,,,,6.2,,,,-1.1
2017-11-01,Canada,52139092000.0,131.3,18550.5,6.2,36722075,2017-10-01,True,,,,1419.8297,,,,6.2,,,,0.0
2017-11-01,Manitoba,1764535000.0,132.0,650.7,5.5,1340426,2017-10-01,True,,,,1316.3987,,,,6.2,,,,-0.7
2017-11-01,New Brunswick,1105305000.0,132.4,359.4,8.6,768029,2017-10-01,True,,,,1439.1449,,,,6.2,,,,2.4
2017-11-01,Newfoundland and Labrador,789652000.0,136.7,226.4,15.1,530153,2017-10-01,True,,,,1489.4795,,,,6.2,,,,8.9
2017-11-01,Nova Scotia,1418089000.0,133.2,444.4,9.1,956074,2017-10-01,True,,,,1483.2419,,,,6.2,,,,2.9
2017-11-01,Ontario,19623448000.0,132.7,7207.7,5.9,14161084,2017-10-01,True,,,,1385.7306,,,,6.2,,,,-0.3
2017-11-01,Prince Edward Island,209302000.0,134.7,74.8,9.6,150595,2017-10-01,True,,,,1389.8337,,,,6.2,,,,3.4
2017-11-01,Quebec,10972440000.0,127.7,4208.3,5.5,8326075,2017-10-01,True,,,,1317.8406,,,,6.2,,,,-0.7
2017-11-01,Saskatchewan,1710429000.0,136.6,560.5,6.4,1151044,2017-10-01,True,,,,1485.9806,,,,6.2,,,,0.2
2017-12-01,Alberta,6871052000.0,137.6,2263.5,7.2,4253530,2017-10-01,True,,,,1615.3764,,,,6.0,,,,1.2
2017-12-01,British Columbia,7515551000.0,125.2,2591.6,4.9,4962706,2017-10-01,True,,,,1514.4059,,,,6.0,,,,-1.1
2017-12-01,Canada,52310573000.0,130.8,18619.7,6.0,36722075,2017-10-01,True,,,,1424.4994,,,,6.0,,,,0.0
2017-12-01,Manitoba,1743638000.0,131.5,650.1,5.5,1340426,2017-10-01,True,,,,1300.8088,,,,6.0,,,,-0.5
2017-12-01,New Brunswick,1109544000.0,132.1,363.0,8.1,768029,2017-10-01,True,,,,1444.6642,,,,6.0,,,,2.1
2017-12-01,Newfoundland and Labrador,784523000.0,136.2,226.9,15.1,530153,2017-10-01,True,,,,1479.8049,,,,6.0,,,,9.1
2017-12-01,Nova Scotia,1401558000.0,132.8,448.4,8.2,956074,2017-10-01,True,,,,1465.9514,,,,6.0,,,,2.2
2017-12-01,Ontario,19616052000.0,132.0,7205.4,5.9,14161084,2017-10-01,True,,,,1385.2084,,,,6.0,,,,-0.1
2017-12-01,Prince Edward Island,212043000.0,133.5,75.2,10.2,150595,2017-10-01,True,,,,1408.0348,,,,6.0,,,,4.2
2017-12-01,Quebec,11152991000.0,127.5,4231.2,5.3,8326075,2017-10-01,True,,,,1339.5256,,,,6.0,,,,-0.7
2017-12-01,Saskatchewan,1716063000.0,135.9,564.3,6.5,1151044,2017-10-01,True,,,,1490.8752,,,,6.0,,,,0.5
2018-01-01,Alberta,6917447000.0,138.9,2267.8,6.7,4263957,2018-01-01,False,2.8312,1.3869,2.8341,1622.3069,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-0.8465,-0.312,0.6093,0.8
2018-01-01,British Columbia,7398388000.0,126.1,2582.7,4.9,4974712,2018-01-01,False,1.6598,2.1053,2.5247,1487.1993,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-2.0179,0.4064,0.2999,-1.0
2018-01-01,Canada,52271446000.0,131.7,18576.8,5.9,36801579,2018-01-01,False,3.6777,1.6988,2.2248,1420.3588,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,0.0,0.0,0.0,0.0
2018-01-01,Manitoba,1838483000.0,132.3,649.3,5.7,1344198,2018-01-01,False,5.1105,2.0833,1.3581,1367.7174,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,1.4327,0.3845,-0.8667,-0.2
2018-01-01,New Brunswick,1080622000.0,132.5,357.2,8.9,768146,2018-01-01,False,2.9345,1.8447,-0.9429,1406.7925,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-0.7432,0.1459,-3.1677,3.0
2018-01-01,Newfoundland and Labrador,762943000.0,136.8,224.6,15.1,529743,2018-01-01,False,-4.7416,1.1086,-2.3903,1440.2135,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-8.4193,-0.5902,-4.6151,9.2
2018-01-01,Nova Scotia,1362535000.0,133.5,446.2,8.6,956711,2018-01-01,False,1.7997,1.3667,0.3147,1424.1866,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-1.878,-0.3321,-1.91,2.7
2018-01-01,Ontario,19841693000.0,133.2,7172.1,5.7,14199811,2018-01-01,False,5.8636,1.8349,2.0373,1397.3209,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,2.1859,0.136,-0.1875,-0.2
2018-01-01,Prince Edward Island,208109000.0,134.4,74.6,11.0,150619,2018-01-01,False,4.3106,1.5873,0.8108,1381.6916,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,0.6329,-0.1115,-1.414,5.1
2018-01-01,Quebec,10978276000.0,127.8,4237.6,5.3,8338883,2018-01-01,False,2.5088,1.2678,3.1222,1316.5164,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-1.1689,-0.431,0.8974,-0.6
2018-01-01,Saskatchewan,1699562000.0,136.4,564.7,5.8,1152366,2018-01-01,False,2.9075,2.4793,0.8753,1474.8457,3.6777324262228905,1.698841698841691,2.224790204980054,5.9,-0.7703,0.7805,-1.3495,-0.1
2018-02-01,Alberta,6884324000.0,139.7,2265.4,6.5,4263957,2018-01-01,True,1.9063,2.1946,2.2246,1614.5388,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,-2.4496,0.0358,0.283,0.5
2018-02-01,British Columbia,7414089000.0,127.0,2583.4,5.0,4974712,2018-01-01,True,6.2275,2.7508,2.1915,1490.3554,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,1.8715,0.592,0.2498,-1.0
2018-02-01,Canada,52035465000.0,132.5,18570.3,6.0,36801579,2018-01-01,True,4.3559,2.1588,1.9416,1413.9465,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,0.0,0.0,0.0,0.0
2018-02-01,Manitoba,1694954000.0,132.6,646.6,6.1,1344198,2018-01-01,True,-2.2134,2.3938,0.513,1260.9407,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,-6.5694,0.235,-1.4287,0.1
2018-02-01,New Brunswick,1080177000.0,133.5,359.9,8.4,768146,2018-01-01,True,1.664,2.6923,0.0556,1406.2131,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,-2.6919,0.5335,-1.886,2.4
2018-02-01,Newfoundland and Labrador,773106000.0,137.3,225.3,15.0,529743,2018-01-01,True,-1.424,1.7037,-1.1409,1459.3982,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,-5.7799,-0.4551,-3.0825,9.0
2018-02-01,Nova Scotia,1394547000.0,134.4,448.7,8.7,956711,2018-01-01,True,7.993,2.2831,1.3782,1457.6471,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,3.6371,0.1243,-0.5634,2.7
2018-02-01,Ontario,19783552000.0,134.0,7174.2,5.6,14199811,2018-01-01,True,5.772,2.1341,1.9497,1393.2264,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,1.4161,-0.0247,0.0081,-0.4
2018-02-01,Prince Edward Island,209249000.0,135.4,75.4,10.1,150619,2018-01-01,True,8.5074,2.9658,2.4457,1389.2603,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,4.1515,0.807,0.504,4.1
2018-02-01,Quebec,10944079000.0,128.5,4227.8,5.9,8338883,2018-01-01,True,3.963,1.5008,2.5891,1312.4155,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,-0.3929,-0.658,0.6475,-0.1
2018-02-01,Saskatchewan,1684505000.0,136.7,563.6,5.8,1152366,2018-01-01,True,1.4787,2.8593,-0.6347,1461.7795,4.355921848330913,2.1588280647648617,1.9416356509996513,6.0,-2.8772,0.7005,-2.5763,-0.2
2018-03-01,Alberta,6830192000.0,139.9,2273.3,6.2,4263957,2018-01-01,True,1.9946,2.2661,2.5395,1601.8435,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-2.0295,-0.0434,0.4092,0.4
2018-03-01,British Columbia,7393743000.0,127.4,2580.4,4.9,4974712,2018-01-01,True,4.9982,2.5765,1.5626,1486.2655,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,0.974,0.267,-0.5677,-0.9
2018-03-01,Canada,51946965000.0,132.9,18630.1,5.8,36801579,2018-01-01,True,4.0241,2.3095,2.1303,1411.5417,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,0.0,0.0,0.0,0.0
2018-03-01,Manitoba,1736813000.0,133.0,648.4,6.4,1344198,2018-01-01,True,0.5522,2.3865,0.6363,1292.0812,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-3.4719,0.077,-1.494,0.6
2018-03-01,New Brunswick,1060407000.0,133.8,359.9,8.2,768146,2018-01-01,True,0.5318,2.5287,0.1113,1380.4758,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-3.4924,0.2193,-2.019,2.4
2018-03-01,Newfoundland and Labrador,773804000.0,137.5,225.8,14.8,529743,2018-01-01,True,0.8445,1.626,-0.6599,1460.7159,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-3.1796,-0.6835,-2.7902,9.0
2018-03-01,Nova Scotia,1353712000.0,135.0,448.4,8.3,956711,2018-01-01,True,1.6074,2.4279,0.832,1414.9644,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-2.4168,0.1185,-1.2983,2.5
2018-03-01,Ontario,19793528000.0,134.6,7204.7,5.6,14199811,2018-01-01,True,4.7092,2.4353,2.3337,1393.929,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,0.685,0.1258,0.2034,-0.2
2018-03-01,Prince Edward Island,202365000.0,135.6,75.0,10.6,150619,2018-01-01,True,1.4753,2.4169,1.9022,1343.5556,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-2.5489,0.1074,-0.2281,4.8
2018-03-01,Quebec,11075244000.0,128.7,4247.9,5.5,8338883,2018-01-01,True,6.8413,1.5785,2.7651,1328.1448,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,2.8171,-0.7309,0.6348,-0.3
2018-03-01,Saskatchewan,1552425000.0,136.8,566.4,6.1,1152366,2018-01-01,True,-7.5739,2.8571,1.0887,1347.1631,4.0241265968486095,2.3094688221708903,2.130307266398046,5.8,-11.598,0.5477,-1.0416,0.3
2018-04-01,Alberta,6867732000.0,140.6,2256.1,6.8,4276444,2018-04-01,False,2.017,2.329,1.7728,1605.9446,2.507187161391067,2.223926380368102,1.8684734779658152,5.8,-0.4901,0.105,-0.0956,1.0
2018-04-01,British Columbia,7567765000.0,127.7,2590.4,5.0,4991716,2018-04-01,False,6.6306,2.6527,1.5166,1516.0648,2.507187161391067,2.223926380368102,1.8684734779658152,5.8,4.1234,0.4288,-0.3518,-0.8
2018-04-01,Canada,52101777000.0,133.3,18613.0,5.8,36903671,2018-04-01,False,2.5072,2.2239,1.8685,1411.8318,2.507187161391067,2.223926380368102,1.8684734779658152,5.8,0.0,0.0,0.0,0.0
2018-04-01,Manitoba,1751519000.0,134.0,650.4,6.2,1346916,2018-04-01,False,0.1711,2.9186,0.7279,1300.3922,2.507187161391067,2.223926380368102,1.8684734779658152,5.8,-2.3361,0.6947,-1.1406,0.4
2018-04-01,New Brunswick,1069299000.0,134.1,359.9,8.0,768707,2018-04-01,False,0.195,2.2104,0.2786,1391.0359,2.507187161391067,2.223926380368102,1.8684734779658152,5.8,-2.3122,-0.0136,-1.5898,2.2
2018-04-01,Newfoundland and Labrador,778259000.0,137.7,226.2,14.9,528924,2018-04-01,False,1.8544,1.5487,-0.9632,1471.4004,2.507187161391067,2.223926380368102,1.8684734779658152,5.8,-0.6528,-0.6753,-2.8317,9.1
